1881 13
0	11366	0	1	1	0.673	115	1.81000000000000000000e+02	4.80000000000000000000e+02	1.92824732512235641479e-02	1.61084520816802978516e+00	3.3000000000000003	0.3805873692035675
1	11366	0	1	1	0.648	115	1.93000000000000000000e+02	5.05000000000000000000e+02	1.99442822486162185669e-02	1.72997093200683593750e+00	3.325	0.6982557773590088
2	11366	0	1	1	0.611	115	1.83000000000000000000e+02	4.85000000000000000000e+02	1.93955041468143463135e-02	1.63119065761566162109e+00	3.35	0.43484169244766235
3	11366	0	1	1	0.573	115	1.90000000000000000000e+02	4.98000000000000000000e+02	1.97697710245847702026e-02	1.69855880737304687500e+00	3.35	0.614490270614624
4	11366	0	1	1	0.543	115	1.96000000000000000000e+02	5.12000000000000000000e+02	2.01317220926284790039e-02	1.76370990276336669922e+00	3.375	0.7882262468338013
5	11366	0	1	1	0.660	115	1.91000000000000000000e+02	5.01000000000000000000e+02	1.98385380208492279053e-02	1.71093690395355224609e+00	3.3000000000000003	0.6474984884262085
6	28717	1	1	10	0.982	115	1.92000000000000000000e+02	5.02000000000000000000e+02	1.98725014925003051758e-02	1.71705031394958496094e+00	4.55	0.663800835609436
7	28717	1	1	49	0.725	115	2.11000000000000000000e+02	5.43000000000000000000e+02	2.09646932780742645264e-02	1.91364467144012451172e+00	4.575	1.1880524158477783
8	28717	1	1	49	0.698	115	2.05000000000000000000e+02	5.29000000000000000000e+02	2.06040889024734497070e-02	1.84873604774475097656e+00	4.6000000000000005	1.0149626731872559
9	28717	1	1	49	0.663	115	2.05000000000000000000e+02	5.29000000000000000000e+02	2.05843076109886169434e-02	1.84517526626586914062e+00	4.625	1.0054672956466675
10	37898	2	0	0	0.000	115	2.01000000000000000000e+02	5.21000000000000000000e+02	2.03668586909770965576e-02	1.80603468418121337891e+00	2.5	0.9010923504829407
11	37898	2	0	0	0.000	115	2.04000000000000000000e+02	5.27000000000000000000e+02	2.05412004142999649048e-02	1.83741605281829833984e+00	2.5	0.9847760200500488
12	37898	2	0	0	0.000	115	1.95000000000000000000e+02	5.09000000000000000000e+02	2.00424585491418838501e-02	1.74764239788055419922e+00	2.5250000000000004	0.7453796863555908
13	37898	2	0	0	0.000	115	1.77000000000000000000e+02	4.73000000000000000000e+02	1.90713182091712951660e-02	1.57283735275268554688e+00	2.5500000000000003	0.27923303842544556
14	37898	2	1	14	0.393	115	2.02000000000000000000e+02	5.24000000000000000000e+02	2.04717461019754409790e-02	1.82491433620452880859e+00	3.0250000000000004	0.9514382481575012
15	37898	2	1	14	0.413	115	1.91000000000000000000e+02	5.00000000000000000000e+02	1.98064278811216354370e-02	1.70515692234039306641e+00	3.0500000000000003	0.6320851445198059
16	44051	3	0	0	0.000	115	2.10000000000000000000e+02	5.40000000000000000000e+02	2.09003221243619918823e-02	1.90205776691436767578e+00	4.0	1.1571542024612427
17	44051	3	0	0	0.000	115	2.11000000000000000000e+02	5.41000000000000000000e+02	2.09298916161060333252e-02	1.90738058090209960938e+00	4.025	1.1713483333587646
18	44051	3	0	0	0.000	115	1.98000000000000000000e+02	5.15000000000000000000e+02	2.02047731727361679077e-02	1.77685916423797607422e+00	4.025	0.8232911229133606
