287 13
0	9835	0	1	9	0.129	115	2.07000000000000000000e+02	5.33000000000000000000e+02	2.06983182579278945923e-02	1.86569726467132568359e+00	2.7	1.0601927042007446
1	9835	0	1	8	0.539	115	2.03000000000000000000e+02	5.25000000000000000000e+02	2.04944889992475509644e-02	1.82900810241699218750e+00	2.15	0.962354838848114
2	9835	0	1	25	0.741	115	1.90000000000000000000e+02	4.98000000000000000000e+02	1.97512190788984298706e-02	1.69521951675415039062e+00	2.6	0.6055852770805359
3	9835	0	1	25	0.855	115	2.04000000000000000000e+02	5.28000000000000000000e+02	2.05615349113941192627e-02	1.84107637405395507812e+00	2.5250000000000004	0.9945369362831116
4	9835	0	1	25	0.824	115	2.07000000000000000000e+02	5.34000000000000000000e+02	2.07187831401824951172e-02	1.86938083171844482422e+00	2.5500000000000003	1.070015549659729
5	9835	0	1	25	0.878	115	1.98000000000000000000e+02	5.15000000000000000000e+02	2.02182568609714508057e-02	1.77928614616394042969e+00	2.5250000000000004	0.8297631740570068
6	9835	0	1	7	0.881	115	1.82000000000000000000e+02	4.82000000000000000000e+02	1.93261988461017608643e-02	1.61871588230133056641e+00	2.475	0.40157559514045715
7	89623	1	1	27	0.542	115	1.98000000000000000000e+02	5.15000000000000000000e+02	2.02048476785421371460e-02	1.77687263488769531250e+00	5.1000000000000005	0.8233268857002258
8	89623	1	1	27	0.569	115	1.92000000000000000000e+02	5.04000000000000000000e+02	1.99094526469707489014e-02	1.72370147705078125000e+00	5.125	0.6815372109413147
9	89623	1	1	27	0.593	115	1.79000000000000000000e+02	4.77000000000000000000e+02	1.91939920186996459961e-02	1.59491860866546630859e+00	5.125	0.3381163775920868
10	89623	1	1	27	0.620	115	2.04000000000000000000e+02	5.27000000000000000000e+02	2.05435771495103836060e-02	1.83784401416778564453e+00	5.15	0.9859173893928528
11	94317	2	1	19	0.945	1	7.04000000000000000000e+02	2.10000000000000000000e+01	2.49517515301704406738e-01	8.29183483123779296875e+00	0.525	0.8269587159156799
12	94317	2	1	19	0.959	1	8.44000000000000000000e+02	2.40000000000000000000e+01	2.94370144605636596680e-01	9.05087947845458984375e+00	0.55	1.0167198181152344
13	94317	2	1	19	0.971	1	4.27000000000000000000e+02	1.50000000000000000000e+01	1.60584345459938049316e-01	6.78681182861328125000e+00	0.5750000000000001	0.4507029950618744
